Mod:Item:MetaData, Localized Name
appliedenergistics2:facade:0, Cable Facade - Fusion Machine Casing MK II
appliedenergistics2:facade:0, Cable Facade - Fusion Machine Casing MK III
appliedenergistics2:facade:0, Cable Facade - Yellow Stripes Block
appliedenergistics2:facade:0, Cable Facade - Yellow Stripes Block
appliedenergistics2:facade:0, Cable Facade - Radioactive Hazard Sign Block
appliedenergistics2:facade:0, Cable Facade - Bio Hazard Sign Block
appliedenergistics2:facade:0, Cable Facade - Explosion Hazard Sign Block
appliedenergistics2:facade:0, Cable Facade - Fire Hazard Sign Block
appliedenergistics2:facade:0, Cable Facade - Acid Hazard Sign Block
appliedenergistics2:facade:0, Cable Facade - Magic Hazard Sign Block
appliedenergistics2:facade:0, Cable Facade - Frost Hazard Sign Block
appliedenergistics2:facade:0, Cable Facade - Noise Hazard Sign Block
appliedenergistics2:facade:0, Cable Facade - Generic Hazard Sign Block
appliedenergistics2:facade:0, Cable Facade - High Voltage Hazard Sign Block
appliedenergistics2:facade:0, Cable Facade - Magnetic Hazard Sign Block
appliedenergistics2:facade:0, Cable Facade - Antimatter Hazard Sign Block
appliedenergistics2:facade:0, Cable Facade - High Temperature Hazard Sign Block
appliedenergistics2:facade:0, Cable Facade - Void Hazard Sign Block
appliedenergistics2:facade:0, Cable Facade - Mob Spawner Hazard Sign Block
appliedenergistics2:facade:0, Cable Facade - Spatial Storage Hazard Sign Block
appliedenergistics2:facade:0, Cable Facade - Laser Hazard Sign Block
appliedenergistics2:facade:0, Cable Facade - Mob Infestation Hazard Sign Block
appliedenergistics2:facade:0, Cable Facade - Boss Hazard Sign Block
appliedenergistics2:facade:0, Cable Facade - Gregification Hazard Sign Block
appliedenergistics2:facade:0, Cable Facade - Non-Standard Causality Hazard Sign Block
appliedenergistics2:facade:0, Cable Facade - Automated Defenses Hazard Sign Block
appliedenergistics2:facade:0, Cable Facade - High Pressure Hazard Sign Block
appliedenergistics2:facade:0, Cable Facade - Asphalt
appliedenergistics2:facade:0, Cable Facade - Black Granite
appliedenergistics2:facade:0, Cable Facade - Red Granite
appliedenergistics2:facade:0, Cable Facade - Marble
appliedenergistics2:facade:0, Cable Facade - Basalt
appliedenergistics2:facade:0, Cable Facade - Light Concrete
appliedenergistics2:facade:0, Cable Facade - Dark Concrete
appliedenergistics2:facade:0, Cable Facade - Black Granite Cobblestone
appliedenergistics2:facade:0, Cable Facade - Red Granite Cobblestone
appliedenergistics2:facade:0, Cable Facade - Marble Cobblestone
appliedenergistics2:facade:0, Cable Facade - Basalt Cobblestone
appliedenergistics2:facade:0, Cable Facade - Light Concrete Cobblestone
appliedenergistics2:facade:0, Cable Facade - Dark Concrete Cobblestone
appliedenergistics2:facade:0, Cable Facade - Mossy Black Granite Cobblestone
appliedenergistics2:facade:0, Cable Facade - Mossy Red Granite Cobblestone
appliedenergistics2:facade:0, Cable Facade - Mossy Marble Cobblestone
appliedenergistics2:facade:0, Cable Facade - Mossy Basalt Cobblestone
appliedenergistics2:facade:0, Cable Facade - Mossy Light Concrete Cobblestone
appliedenergistics2:facade:0, Cable Facade - Mossy Dark Concrete Cobblestone
appliedenergistics2:facade:0, Cable Facade - Polished Black Granite
appliedenergistics2:facade:0, Cable Facade - Polished Red Granite
appliedenergistics2:facade:0, Cable Facade - Polished Marble
appliedenergistics2:facade:0, Cable Facade - Polished Basalt
appliedenergistics2:facade:0, Cable Facade - Polished Light Concrete
appliedenergistics2:facade:0, Cable Facade - Polished Dark Concrete
appliedenergistics2:facade:0, Cable Facade - Black Granite Bricks
appliedenergistics2:facade:0, Cable Facade - Red Granite Bricks
appliedenergistics2:facade:0, Cable Facade - Marble Bricks
appliedenergistics2:facade:0, Cable Facade - Basalt Bricks
appliedenergistics2:facade:0, Cable Facade - Light Concrete Bricks
appliedenergistics2:facade:0, Cable Facade - Dark Concrete Bricks
appliedenergistics2:facade:0, Cable Facade - Cracked Black Granite Bricks
appliedenergistics2:facade:0, Cable Facade - Cracked Red Granite Bricks
appliedenergistics2:facade:0, Cable Facade - Cracked Marble Bricks
appliedenergistics2:facade:0, Cable Facade - Cracked Basalt Bricks
appliedenergistics2:facade:0, Cable Facade - Cracked Light Concrete Bricks
appliedenergistics2:facade:0, Cable Facade - Cracked Dark Concrete Bricks
appliedenergistics2:facade:0, Cable Facade - Mossy Black Granite Bricks
appliedenergistics2:facade:0, Cable Facade - Mossy Red Granite Bricks
appliedenergistics2:facade:0, Cable Facade - Mossy Marble Bricks
appliedenergistics2:facade:0, Cable Facade - Mossy Basalt Bricks
appliedenergistics2:facade:0, Cable Facade - Mossy Light Concrete Bricks
appliedenergistics2:facade:0, Cable Facade - Mossy Dark Concrete Bricks
appliedenergistics2:facade:0, Cable Facade - Chiseled Black Granite
appliedenergistics2:facade:0, Cable Facade - Chiseled Red Granite
appliedenergistics2:facade:0, Cable Facade - Chiseled Marble
appliedenergistics2:facade:0, Cable Facade - Chiseled Basalt
appliedenergistics2:facade:0, Cable Facade - Chiseled Light Concrete
appliedenergistics2:facade:0, Cable Facade - Chiseled Dark Concrete
appliedenergistics2:facade:0, Cable Facade - Black Granite Tiles
appliedenergistics2:facade:0, Cable Facade - Red Granite Tiles
appliedenergistics2:facade:0, Cable Facade - Marble Tiles
appliedenergistics2:facade:0, Cable Facade - Basalt Tiles
appliedenergistics2:facade:0, Cable Facade - Light Concrete Tiles
appliedenergistics2:facade:0, Cable Facade - Dark Concrete Tiles
appliedenergistics2:facade:0, Cable Facade - Small Black Granite Tiles
appliedenergistics2:facade:0, Cable Facade - Small Red Granite Tiles
appliedenergistics2:facade:0, Cable Facade - Small Marble Tiles
appliedenergistics2:facade:0, Cable Facade - Small Basalt Tiles
appliedenergistics2:facade:0, Cable Facade - Small Light Concrete Tiles
appliedenergistics2:facade:0, Cable Facade - Small Dark Concrete Tiles
appliedenergistics2:facade:0, Cable Facade - Small Black Granite Bricks
appliedenergistics2:facade:0, Cable Facade - Small Red Granite Bricks
appliedenergistics2:facade:0, Cable Facade - Small Marble Bricks
appliedenergistics2:facade:0, Cable Facade - Small Basalt Bricks
appliedenergistics2:facade:0, Cable Facade - Small Light Concrete Bricks
appliedenergistics2:facade:0, Cable Facade - Small Dark Concrete Bricks
appliedenergistics2:facade:0, Cable Facade - Black Granite Windmill Tiles A
appliedenergistics2:facade:0, Cable Facade - Red Granite Windmill Tiles A
appliedenergistics2:facade:0, Cable Facade - Marble Windmill Tiles A
appliedenergistics2:facade:0, Cable Facade - Basalt Windmill Tiles A
appliedenergistics2:facade:0, Cable Facade - Light Concrete Windmill Tiles A
appliedenergistics2:facade:0, Cable Facade - Dark Concrete Windmill Tiles A
appliedenergistics2:facade:0, Cable Facade - Black Granite Windmill Tiles B
appliedenergistics2:facade:0, Cable Facade - Red Granite Windmill Tiles B
appliedenergistics2:facade:0, Cable Facade - Marble Windmill Tiles B
appliedenergistics2:facade:0, Cable Facade - Basalt Windmill Tiles B
appliedenergistics2:facade:0, Cable Facade - Light Concrete Windmill Tiles B
appliedenergistics2:facade:0, Cable Facade - Dark Concrete Windmill Tiles B
appliedenergistics2:facade:0, Cable Facade - Square Black Granite Bricks
appliedenergistics2:facade:0, Cable Facade - Square Red Granite Bricks
appliedenergistics2:facade:0, Cable Facade - Square Marble Bricks
appliedenergistics2:facade:0, Cable Facade - Square Basalt Bricks
appliedenergistics2:facade:0, Cable Facade - Square Light Concrete Bricks
appliedenergistics2:facade:0, Cable Facade - Square Dark Concrete Bricks
appliedenergistics2:facade:0, Cable Facade - Rubber Wood
appliedenergistics2:facade:0, Cable Facade - Rubber Tree Leaves
appliedenergistics2:facade:0, Cable Facade - Rubber Wood Planks
appliedenergistics2:facade:0, Cable Facade - Treated Wood Planks
appliedenergistics2:facade:0, Cable Facade - Block of Aluminium
appliedenergistics2:facade:0, Cable Facade - Block of Americium
appliedenergistics2:facade:0, Cable Facade - Block of Antimony
appliedenergistics2:facade:0, Cable Facade - Block of Beryllium
appliedenergistics2:facade:0, Cable Facade - Block of Bismuth
appliedenergistics2:facade:0, Cable Facade - Block of Silicon
appliedenergistics2:facade:0, Cable Facade - Block of Silver
appliedenergistics2:facade:0, Cable Facade - Block of Tantalum
appliedenergistics2:facade:0, Cable Facade - Block of Thorium
appliedenergistics2:facade:0, Cable Facade - Block of HSS-G
appliedenergistics2:facade:0, Cable Facade - Block of Red Alloy
appliedenergistics2:facade:0, Cable Facade - Block of HSS-E
appliedenergistics2:facade:0, Cable Facade - Block of HSS-S
appliedenergistics2:facade:0, Cable Facade - Block of Blue Alloy
appliedenergistics2:facade:0, Cable Facade - Block of Cupronickel
appliedenergistics2:facade:0, Cable Facade - Block of Electrum
appliedenergistics2:facade:0, Cable Facade - Block of Green Sapphire
appliedenergistics2:facade:0, Cable Facade - Block of Grossular
appliedenergistics2:facade:0, Cable Facade - Block of Rutile
appliedenergistics2:facade:0, Cable Facade - Block of Invar
appliedenergistics2:facade:0, Cable Facade - Block of Molybdenum
appliedenergistics2:facade:0, Cable Facade - Block of Neodymium
appliedenergistics2:facade:0, Cable Facade - Block of Nickel
appliedenergistics2:facade:0, Cable Facade - Block of Niobium
appliedenergistics2:facade:0, Cable Facade - Block of Osmium
appliedenergistics2:facade:0, Cable Facade - Block of Palladium
appliedenergistics2:facade:0, Cable Facade - Block of Tin
appliedenergistics2:facade:0, Cable Facade - Block of Titanium
appliedenergistics2:facade:0, Cable Facade - Block of Tungsten
appliedenergistics2:facade:0, Cable Facade - Block of Uranium 238
appliedenergistics2:facade:0, Cable Facade - Block of Uranium 235
appliedenergistics2:facade:0, Cable Facade - Block of Vanadium
appliedenergistics2:facade:0, Cable Facade - Block of Yttrium
appliedenergistics2:facade:0, Cable Facade - Block of Zinc
appliedenergistics2:facade:0, Cable Facade - Block of Naquadah
appliedenergistics2:facade:0, Cable Facade - Block of Enriched Naquadah
appliedenergistics2:facade:0, Cable Facade - Block of Naquadria
appliedenergistics2:facade:0, Cable Facade - Block of Neutronium
appliedenergistics2:facade:0, Cable Facade - Block of Battery Alloy
appliedenergistics2:facade:0, Cable Facade - Block of Blue Topaz
appliedenergistics2:facade:0, Cable Facade - Block of Brass
appliedenergistics2:facade:0, Cable Facade - Block of Bronze
appliedenergistics2:facade:0, Cable Facade - Block of Charcoal
appliedenergistics2:facade:0, Cable Facade - Block of Cinnabar
appliedenergistics2:facade:0, Cable Facade - Block of Tantalum Carbide
appliedenergistics2:facade:0, Cable Facade - Block of Molybdenum Disilicide
appliedenergistics2:facade:0, Cable Facade - Block of HSLA Steel
appliedenergistics2:facade:0, Cable Facade - Block of Titanium Tungsten Carbide
appliedenergistics2:facade:0, Cable Facade - Block of Incoloy-MA956
appliedenergistics2:facade:0, Cable Facade - Block of Europium
appliedenergistics2:facade:0, Cable Facade - Block of Gallium
appliedenergistics2:facade:0, Cable Facade - Block of Soldering Alloy
appliedenergistics2:facade:0, Cable Facade - Block of Spessartine
appliedenergistics2:facade:0, Cable Facade - Block of Stainless Steel
appliedenergistics2:facade:0, Cable Facade - Block of Steel
appliedenergistics2:facade:0, Cable Facade - Block of Tin Alloy
appliedenergistics2:facade:0, Cable Facade - Block of Topaz
appliedenergistics2:facade:0, Cable Facade - Block of Ultimet
appliedenergistics2:facade:0, Cable Facade - Block of Uvarovite
appliedenergistics2:facade:0, Cable Facade - Block of Vanadium-Gallium
appliedenergistics2:facade:0, Cable Facade - Block of Wrought Iron
appliedenergistics2:facade:0, Cable Facade - Block of Enderpearl
appliedenergistics2:facade:0, Cable Facade - Block of Magnetic Neodymium
appliedenergistics2:facade:0, Cable Facade - Block of Magnetic Samarium
appliedenergistics2:facade:0, Cable Facade - Block of Manganese Phosphide
appliedenergistics2:facade:0, Cable Facade - Block of Magnesium Diboride
appliedenergistics2:facade:0, Cable Facade - Block of Mercury Barium Calcium Cuprate
appliedenergistics2:facade:0, Cable Facade - Block of Uranium Triplatinum
appliedenergistics2:facade:0, Cable Facade - Block of Samarium Iron Arsenic Oxide
appliedenergistics2:facade:0, Cable Facade - Block of Indium Tin Barium Titanium Cuprate
appliedenergistics2:facade:0, Cable Facade - Block of Uranium Rhodium Dinaquadide
appliedenergistics2:facade:0, Cable Facade - Block of Enriched Naquadah Trinium Europium Duranide
appliedenergistics2:facade:0, Cable Facade - Block of Magnetic Steel
appliedenergistics2:facade:0, Cable Facade - Block of Vanadiumsteel
appliedenergistics2:facade:0, Cable Facade - Block of Potin
appliedenergistics2:facade:0, Cable Facade - Block of Borosilicate Glass
appliedenergistics2:facade:0, Cable Facade - Block of Naquadah Alloy
appliedenergistics2:facade:0, Cable Facade - Block of Olivine
appliedenergistics2:facade:0, Cable Facade - Block of Opal
appliedenergistics2:facade:0, Cable Facade - Block of Amethyst
appliedenergistics2:facade:0, Cable Facade - Block of Apatite
appliedenergistics2:facade:0, Cable Facade - Block of Black Steel
appliedenergistics2:facade:0, Cable Facade - Block of Damascus Steel
appliedenergistics2:facade:0, Cable Facade - Block of Tungstensteel
appliedenergistics2:facade:0, Cable Facade - Block of Cobalt Brass
appliedenergistics2:facade:0, Cable Facade - Block of Rubber
appliedenergistics2:facade:0, Cable Facade - Block of Yttrium Barium Cuprate
appliedenergistics2:facade:0, Cable Facade - Block of Quartzite
appliedenergistics2:facade:0, Cable Facade - Block of Osmiridium
appliedenergistics2:facade:0, Cable Facade - Block of Gallium Arsenide
appliedenergistics2:facade:0, Cable Facade - Block of Stellite-100
appliedenergistics2:facade:0, Cable Facade - Block of Watertight Steel
appliedenergistics2:facade:0, Cable Facade - Block of Maraging Steel 300
appliedenergistics2:facade:0, Cable Facade - Block of Hastelloy-C276
appliedenergistics2:facade:0, Cable Facade - Block of Hastelloy-X
appliedenergistics2:facade:0, Cable Facade - Block of Trinaquadalloy
appliedenergistics2:facade:0, Cable Facade - Block of Zeron-100
appliedenergistics2:facade:0, Cable Facade - Block of Titanium Carbide
appliedenergistics2:facade:0, Cable Facade - Block of Malachite
appliedenergistics2:facade:0, Cable Facade - Block of Magnetic Iron
appliedenergistics2:facade:0, Cable Facade - Block of Tungstencarbide
appliedenergistics2:facade:0, Cable Facade - Block of Ruthenium Trinium Americium Neutronate
appliedenergistics2:facade:0, Cable Facade - Block of Platinum
appliedenergistics2:facade:0, Cable Facade - Block of Plutonium 239
appliedenergistics2:facade:0, Cable Facade - Block of Plutonium 241
appliedenergistics2:facade:0, Cable Facade - Block of Rhodium
appliedenergistics2:facade:0, Cable Facade - Block of Ruthenium
appliedenergistics2:facade:0, Cable Facade - Block of Samarium
appliedenergistics2:facade:0, Cable Facade - Block of Polyphenylene Sulfide
appliedenergistics2:facade:0, Cable Facade - Block of Polybenzimidazole (PBI)
appliedenergistics2:facade:0, Cable Facade - Block of Polyethylene (PE)
appliedenergistics2:facade:0, Cable Facade - Block of Epoxy Resin
appliedenergistics2:facade:0, Cable Facade - Block of Polycaprolactam
appliedenergistics2:facade:0, Cable Facade - Block of Polytetrafluoroethylene (PTFE)
appliedenergistics2:facade:0, Cable Facade - Block of Sugar
appliedenergistics2:facade:0, Cable Facade - Block of Indium
appliedenergistics2:facade:0, Cable Facade - Block of Iridium
appliedenergistics2:facade:0, Cable Facade - Block of Lead
appliedenergistics2:facade:0, Cable Facade - Block of Manganese
appliedenergistics2:facade:0, Cable Facade - Block of Kanthal
appliedenergistics2:facade:0, Cable Facade - Block of Lazurite
appliedenergistics2:facade:0, Cable Facade - Block of Magnalium
appliedenergistics2:facade:0, Cable Facade - Block of Nichrome
appliedenergistics2:facade:0, Cable Facade - Block of Niobium Nitride
